"id"	"name"	"synonym"	"def"	"is_a"	"xref"	"relationship"	"comment"	"is_obsolete"	"replaced_by"	"property_value"	"other"
"MS:1003047"	"protein sequence offset"	NA	"\"Offset in number of residues from the n terminus of the protein at which the peptide begins. Use 1 when the first residue of the peptide sequence is the first residue of the protein sequence.\" [PSI:PI]"	"MS:1003046 ! peptide-to-protein mapping attribute"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003048"	"number of enzymatic termini"	NA	"\"Total number of termini that match standard rules for the cleavage agent, 2 when both termini match cleavage agent rules, 1 when only one terminus does, and 0 if neither terminus matches cleavage agent rules.\" [PSI:PI]"	"MS:1003046 ! peptide-to-protein mapping attribute"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003049"	"peptidoform"	NA	"\"Peptide that contains zero or more mass modifications on the termini or side chains of its amino acid residues, and may be differentiated from other peptidoforms with the same peptide sequence but different mass modification configurations.\" [PSI:PI]"	"MS:1000860 ! peptide"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003050"	"peptidoform attribute"	NA	"\"Non-inherent characteristic attributed to a peptidoform.\" [PSI:PI]"	NA	NA	"part_of MS:1003049 ! peptidoform"	NA	FALSE	NA	NA	NA
"MS:1003051"	"peptidoform ion"	"\"parent ion\" RELATED []"	"\"Peptidoform that has formed an adduct with an ion, thereby rendering it potentially detectable with a mass spectrometer. Commonly called a 'precursor' or 'precursor ion' or 'parent ion'.\" [PSI:PI]"	"MS:1003049 ! peptidoform"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003052"	"peptidoform ion property"	NA	"\"Inherent or measurable characteristic of a peptidoform ion.\" [PSI:PI]"	NA	NA	"part_of MS:1003051 ! peptidoform ion"	NA	FALSE	NA	NA	NA
"MS:1003053"	"theoretical monoisotopic m/z"	NA	"\"Mass-to-charge ratio of a peptidoform ion composed of the most common isotope of each atom computed from the putative knowledge of its molecular constituents.\" [PSI:PI]"	"MS:1003052 ! peptidoform ion property"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003054"	"theoretical average m/z"	NA	"\"Mass-to-charge ratio of a peptidoform ion computed from the putative knowledge of its molecular constituents, averaged over the distribution of naturally occurring isotopes.\" [PSI:PI]"	"MS:1003052 ! peptidoform ion property"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003055"	"adduct"	NA	"\"Product of a direct addition of two or more distinct molecules, resulting in a single reaction product containing all atoms of all components. The resultant is considered a distinct molecular species.\" [https://en.wikipedia.org/wiki/Adduct]"	"MS:1000859 ! molecule"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003056"	"adduct ion property"	NA	"\"Physical measurable characteristic of an adduct ion.\" [PSI:PI]"	NA	NA	"part_of MS:1000353 ! adduct ion"	NA	FALSE	NA	NA	NA
"MS:1003057"	"scan number"	NA	"\"Ordinal number of the scan indicating its order of acquisition within a mass spectrometry acquisition run.\" [PSI:PI]"	"MS:1000503 ! scan attribute"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003058"	"spectrum property"	NA	"\"Inherent or measurable characteristic of a spectrum.\" [PSI:PI]"	NA	NA	"part_of MS:1000442 ! spectrum"	NA	FALSE	NA	NA	NA
"MS:1003059"	"number of peaks"	NA	"\"Number of peaks or features in a spectrum. For a peak-picked spectrum, this will correspond to the number of data points. For a non-peak-picked spectrum, this corresponds to the number of features discernable in the spectrum, which will be fewer than the number of data points.\" [PSI:PI]"	"MS:1003058 ! spectrum property"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003060"	"number of data points"	NA	"\"Number of data points in a spectrum. For a peak-picked spectrum, this will correspond to the number of peaks. For a non-peak-picked spectrum, this corresponds to the number of values in the data array, which are not all peaks.\" [PSI:PI]"	"MS:1003058 ! spectrum property"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003061"	"spectrum name"	NA	"\"Label attached to a spectrum uniquely naming it within a collection of spectra, often in a spectral library. It is often a string combination of peptide sequence, charge, mass modifications, collision energy, but will obviously be different for small molecules or unidentified spectra. It must be unique within a collection.\" [PSI:PI]"	"MS:1000499 ! spectrum attribute"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003062"	"spectrum index"	NA	"\"Integer index value associated with a spectrum within a collection of spectra, often in a spectral library. By custom, index counters should begin with 0.\" [PSI:PI]"	"MS:1000499 ! spectrum attribute"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003063"	"universal spectrum identifier"	NA	"\"PSI universal spectrum identifier (USI) multipart key that uniquely identifies a spectrum available in a ProteomeXchange datasets or spectral library.\" [PSI:PI]"	"MS:1000499 ! spectrum attribute"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003064"	"spectrum aggregation attribute"	NA	"\"Non-inherent characteristic attributed to spectrum aggregation.\" [PSI:PI]"	"MS:1000499 ! spectrum attribute"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003065"	"spectrum aggregation type"	NA	"\"Categorization of a spectrum based on its type of aggregation (e.g., individual spectrum, consensus spectrum, best replicate spectrum, etc.).\" [PSI:PI]"	"MS:1003064 ! spectrum aggregation attribute"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003066"	"singleton spectrum"	NA	"\"Spectrum that is not the result of some aggregation process.\" [PSI:PI]"	"MS:1003065 ! spectrum aggregation type"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003067"	"consensus spectrum"	NA	"\"Spectrum that is the result of merging several replicate spectra to form a spectrum that is more representative of its class and ideally less noisy that any of its source replicates.\" [PSI:PI]"	"MS:1003065 ! spectrum aggregation type"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003068"	"best replicate spectrum"	NA	"\"Spectrum that is considered the most representative from a pool of replicate spectra.\" [PSI:PI]"	"MS:1003065 ! spectrum aggregation type"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003069"	"number of replicate spectra available"	NA	"\"Number of replicate spectra available for use during the aggregation process.\" [PSI:PI]"	"MS:1003064 ! spectrum aggregation attribute"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003070"	"number of replicate spectra used"	NA	"\"Number of replicate spectra used during the aggregation process. This is generally applicable when there are many replicates available, but some are discarded as being low S/N, blended, or otherwise unsuitable, and the remaining set is then used for merging via a consensus algorithm.\" [PSI:PI]"	"MS:1003064 ! spectrum aggregation attribute"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003071"	"spectrum origin attribute"	NA	"\"Non-inherent characteristic attributed to spectrum aggregation.\" [PSI:PI]"	"MS:1000499 ! spectrum attribute"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003072"	"spectrum origin type"	NA	"\"Categorization of a spectrum based on its origin (e.g., observed spectrum, predicted spectrum, demultiplexed spectrum, etc.).\" [PSI:PI]"	"MS:1003071 ! spectrum origin attribute"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003073"	"observed spectrum"	NA	"\"Spectrum that originates from an analysis attempt of a single analyte species on an instrument.\" [PSI:PI]"	"MS:1003072 ! spectrum origin type"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003074"	"predicted spectrum"	NA	"\"Spectrum that originates from a compututational algorithm that attempts to predict spectra.\" [PSI:PI]"	"MS:1003072 ! spectrum origin type"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003075"	"demultiplexed spectrum"	NA	"\"Spectrum that originates from an attempted extraction of a single ion spieces from a multiplexed spectrum that contains multiple ion species.\" [PSI:PI]"	"MS:1003072 ! spectrum origin type"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003076"	"uninterpreted spectrum"	NA	"\"Spectrum provided in the form of plain numerical values without any information pertaining to the interpretation of features.\" [PSI:PI]"	"MS:1000442 ! spectrum"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003077"	"interpreted spectrum"	NA	"\"Spectrum provided in a form where specific features of the spectrum are interpreted to provide putative explanations for some feature.\" [PSI:PI]"	"MS:1000442 ! spectrum"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003078"	"interpreted spectrum attribute"	NA	"\"Non-inherent characteristic attributed to an interpreted spectrum.\" [PSI:PI]"	NA	NA	"part_of MS:1003077 ! interpreted spectrum"	NA	FALSE	NA	NA	NA
"MS:1003079"	"total unassigned intensity fraction"	NA	"\"Fraction of intensity summed from all unassigned peaks divided by the intensity summed from all peaks in the spectrum.\" [PSI:PI]"	"MS:1003078 ! interpreted spectrum attribute"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003080"	"top 20 peak unassigned intensity fraction"	NA	"\"Fraction of intensity summed from unassigned peaks among the top 20 divided by the intensity summed from all top 20 peaks in the spectrum.\" [PSI:PI]"	"MS:1003078 ! interpreted spectrum attribute"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003081"	"unidentified modification monoisotopic mass delta"	NA	"\"Monoisotopic mass delta in Daltons of an amino acid residue modification whose atomic composition or molecular identity has not been determined. This term should not be used for modifications of known molecular identity such as those available in Unimod, RESID or PSI-MOD. This term MUST NOT be used inside the <Modification> element in mzIdentML.\" [PSI:PI]"	"MS:1001471 ! peptide modification details"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_units UO:0000221 ! dalton; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003082"	"MS-DIAL"	NA	"\"Data processing software for untargeted metabolomics and lipidomics that supports multiple instruments and MS vendors.\" [PMID:25938372]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003083"	"raw data file"	NA	"\"Data file that contains original data as generated by an instrument, although not necessarily in the original data format (i.e. an original raw file converted to a different format is still a raw data file).\" [PSI:MS]"	"MS:1000577 ! source data file"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003084"	"processed data file"	NA	"\"File that contains data that has been substantially processed or transformed from what was originally acquired by an instrument.\" [PSI:MS]"	"MS:1000577 ! source data file"	"value-type:xsd\:string \"The allowed value-type for this CV term.\""	"has_value_type xsd\:string ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003085"	"previous MSn-1 scan precursor intensity"	NA	"\"Intensity of the precursor ion in the previous MSn-1 scan (prior in time to the referencing MSn scan). For an MS2 scan, this means the MS1 precursor intensity. It is unspecified on whether this is an apex (across m/z) intensity, integrated (across m/z) intensity, a centroided peak intensity of unknown origin, or even summed across several isotopes.\" [PSI:MS]"	"MS:1000499 ! spectrum attribute"	"value-type:xsd\:string \"The allowed value-type for this CV term.\""	"has_value_type xsd\:string ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003086"	"precursor apex intensity"	NA	"\"Intensity of the precursor ion current as measured by its apex point over time and m/z. It is unspecified whether this is the intensity of the selected isotope or the most intense isotope.\" [PSI:MS]"	"MS:1000499 ! spectrum attribute"	"value-type:xsd\:string \"The allowed value-type for this CV term.\""	"has_value_type xsd\:string ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003087"	"supported by repository but incomplete data and/or metadata"	NA	"\"Dataset for which the identifications and/or spectra/traces are in formats that can be parsed by the hosting data repository such that internal references between identifications and spectra/traces are preserved and browsable at the repository. However, some metadata is not properly described due to lack of CV terms or some auxiliary data, such as data used to create a spectral library or a sequence search database crucial to the analysis, is not available.\" [PSI:PI]"	"MS:1002844 ! Experiment additional parameter"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003088"	"truncation and zlib compression"	NA	"\"Data array compression using mantissa bit truncation followed by zlib compression.\" [https://github.com/biospi/pwiz]"	"MS:1000572 ! binary data compression type"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003089"	"truncation, delta prediction and zlib compression"	NA	"\"Data array compression using mantissa bit truncation, delta prediction and zlib compression.\" [https://github.com/biospi/pwiz]"	"MS:1000572 ! binary data compression type"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003090"	"truncation, linear prediction and zlib compression"	NA	"\"Data array compression using mantissa bit truncation, linear prediction and zlib compression.\" [https://github.com/biospi/pwiz]"	"MS:1000572 ! binary data compression type"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003091"	"binary data compression parameter"	NA	"\"Settable parameter for a binary data compression event.\" [PSI:MS]"	NA	NA	"part_of MS:1000442 ! spectrum; part_of MS:1000625 ! chromatogram"	NA	FALSE	NA	NA	NA
"MS:1003092"	"number of mantissa bits truncated"	NA	"\"Number of extraneous mantissa bits truncated to improve subsequent compression.\" [PSI:MS]"	"MS:1003091 ! binary data compression parameter"	"value-type:xsd\:positiveInteger \"Number of mantissa bits truncated.\""	"has_value_type xsd\:positiveInteger ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003093"	"Lys-N"	NA	"\"Metalloendopeptidase found in the mushroom Grifola frondosa that cleaves proteins on the amino side of lysine residues.\" [https://en.wikipedia.org/wiki/Lys-N]"	"MS:1001045 ! cleavage agent name"	NA	"has_regexp MS:1001335 ! (?=K)"	NA	FALSE	NA	NA	NA
"MS:1003094"	"Orbitrap Exploris 240"	NA	"\"Thermo Scientific Orbitrap Exploris 240 Quadrupole Orbitrap MS.\" [PSI:PI]"	"MS:1000494 ! Thermo Scientific instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003095"	"Orbitrap Exploris 120"	NA	"\"Thermo Scientific Orbitrap Exploris 120 Quadrupole Orbitrap MS.\" [PSI:PI]"	"MS:1000494 ! Thermo Scientific instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003096"	"LTQ Orbitrap Velos Pro"	NA	"\"Thermo Scientific LTQ Orbitrap Velos Pro, often just referred to as the Orbitrap Velos Pro.\" [PSI:MS]"	"MS:1000494 ! Thermo Scientific instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003097"	"MaxQuant protein group-level score"	NA	"\"The probability based MaxQuant protein group score.\" [PSI:MS]"	"MS:1002368 ! search engine specific score for protein groups"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003098"	"Andromeda peptide PEP"	NA	"\"Peptide probability from Andromeda.\" [PSI:MS]"	"MS:1002358 ! search engine specific peptide sequence-level identification statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003099"	"MaxQuant-DIA peptide PEP"	NA	"\"Peptide probability from MaxQuant-DIA algorithm.\" [PSI:MS]"	"MS:1002358 ! search engine specific peptide sequence-level identification statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003100"	"MaxQuant-DIA score"	NA	"\"PSM evidence score from MaxQuant-DIA algorithm.\" [PSI:MS]"	"MS:1001143 ! PSM-level search engine specific statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003101"	"MaxQuant-DIA PEP"	NA	"\"PSM evidence PEP probability from MaxQuant-DIA algorithm.\" [PSI:MS]"	"MS:1001143 ! PSM-level search engine specific statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003102"	"NIST msp comment"	NA	"\"Term for a comment field withing the NIST msp file format\" [PSI:MS]"	"MS:1000499 ! spectrum attribute"	"value-type:xsd\:string \"The allowed value-type for this CV term.\""	"has_value_type xsd\:string ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003103"	"ion interpretation format"	NA	"\"Interpretation format used for annotating individual spectrum ion peaks.\" [PSI:MS]"	"MS:1003078 ! interpreted spectrum attribute"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003104"	"peptide ion interpretation format"	NA	"\"Interpretation format designed primarily for peptides, with allowances for generic chemical formulas and other miscellaneous named ions.\" [PSI:MS]"	"MS:1003103 ! ion interpretation format"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003105"	"cross-linked peptide ion interpretation format"	NA	"\"Interpretation format designed specifically for cross-linked peptide ion peaks.\" [PSI:MS]"	"MS:1003103 ! ion interpretation format"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003106"	"glycan ion interpretation format"	NA	"\"Interpretation format designed specifically for glycan ion peaks.\" [PSI:MS]"	"MS:1003103 ! ion interpretation format"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003107"	"lipid ion interpretation format"	NA	"\"Interpretation format designed specifically for lipid ion peaks.\" [PSI:MS]"	"MS:1003103 ! ion interpretation format"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003108"	"PatternLab"	NA	"\"PatternLab for Proteomics is an integrated computational environment for analyzing shotgun proteomic data.\" [PSI:MS]"	"MS:1001456 ! analysis software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003109"	"SIM-XL"	NA	"\"Identifying cross-linked peptides in complex protein mixtures\" [PSI:MS]"	"MS:1001456 ! analysis software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003110"	"SIM-XL score"	NA	"\"SIM-XL identification search engine score\" [PSI:MS]"	"MS:1001143 ! PSM-level search engine specific statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_order MS:1002108 ! higher score better; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003111"	"QUIN-XL"	NA	"\"Quantification of cross-linked peptides in complex protein mixtures\" [PSI:MS]"	"MS:1001139 ! quantitation software name"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003112"	"Orbitrap ID-X"	NA	"\"Thermo Scientific Orbitrap ID-X mass spectrometer with Tribrid architecture consisting of quadrupole mass filter, linear ion trap and Orbitrap mass analyzers.\" [PSI:MS]"	"MS:1000494 ! Thermo Scientific instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003113"	"OpenMS:ConsensusID PEP"	NA	"\"The OpenMS ConsesusID tool posterior error probability\" [PSI:MS]"	"MS:1001143 ! PSM-level search engine specific statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003114"	"OpenMS:Best PSM Score"	NA	"\"The score of the best PSM selected by the underlying identification tool\" [PSI:MS]"	"MS:1002358 ! search engine specific peptide sequence-level identification statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003115"	"OpenMS:Target-decoy PSM q-value"	NA	"\"The OpenMS Target-decoy q-values at PSM level\" [PSI:MS]"	"MS:1001143 ! PSM-level search engine specific statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003116"	"OpenMS:Target-decoy peptide q-value"	NA	"\"The OpenMS Target-decoy q-values at peptide sequence level\" [PSI:MS]"	"MS:1002358 ! search engine specific peptide sequence-level identification statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003117"	"OpenMS:Target-decoy protein q-value"	NA	"\"The OpenMS Target-decoy q-values at protein level\" [PSI:MS]"	"MS:1002363 ! search engine specific score for proteins"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003118"	"EPIFANY"	NA	"\"A Method for Efficient High-Confidence Protein Inference. The tool is part of the OpenMS framework\" [PSI:MS]"	"MS:1000752 ! TOPP software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003119"	"EPIFANY:Protein posterior probability"	NA	"\"Protein Posterior probability calculated by EPIFANY protein inference algorithm\" [PSI:MS]"	"MS:1002363 ! search engine specific score for proteins"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003120"	"OpenMS:LFQ intensity"	NA	"\"The data type LFQ intensity produced by OpenMS.\" [PSI:MS]"	"MS:1001805 ! quantification datatype"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003121"	"OpenMS:LFQ spectral count"	NA	"\"The data type LFQ spectral count produced by OpenMS.\" [PSI:MS]"	"MS:1001805 ! quantification datatype"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003122"	"rapifleX"	NA	"\"Bruker Daltonics' rapiflex: MALDI TOF/TOF.\" [PSI:MS]"	"MS:1001534 ! Bruker Daltonics flex series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003123"	"Bruker Daltonics timsTOF series"	NA	"\"Bruker Daltonics timsTOF series\" [PSI:MS]"	"MS:1000122 ! Bruker Daltonics instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003124"	"timsTOF fleX"	NA	"\"Bruker Daltonics' timsTOF fleX\" [PSI:MS]"	"MS:1003123 ! Bruker Daltonics timsTOF series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003125"	"ProSight:spectral Q-value"	NA	"\"ProSight spectrum-level Q-value.\" [PSI:MS]"	"MS:1001143 ! PSM-level search engine specific statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_order MS:1002109 ! lower score better; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003126"	"ProSight:spectral P-score"	NA	"\"ProSight spectrum-level P-score.\" [PSI:MS]"	"MS:1001143 ! PSM-level search engine specific statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_order MS:1002109 ! lower score better; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003127"	"ProSight:spectral E-value"	NA	"\"ProSight spectrum-level E-value.\" [PSI:MS]"	"MS:1001143 ! PSM-level search engine specific statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_order MS:1002109 ! lower score better; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003128"	"ProSight:spectral C-score"	NA	"\"ProSight spectrum-level C-score.\" [PSI:MS]"	"MS:1001143 ! PSM-level search engine specific statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_order MS:1002108 ! higher score better; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003129"	"proteoform-level Q-value"	NA	"\"Estimation of the Q-value for proteoforms.\" [PSI:MS]"	"MS:1002905 ! proteoform-level identification statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_domain MS:1002305 ! value between 0 and 1 inclusive; has_order MS:1002109 ! lower score better; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003130"	"ProSight:proteoform Q-value"	NA	"\"ProSight proteoform-level Q-value.\" [PSI:MS]"	"MS:1003129 ! proteoform-level Q-value"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_order MS:1002109 ! lower score better; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003131"	"isoform-level identification attribute"	NA	"\"Isoform level information.\" [PSI:MS]"	"MS:1002694 ! single identification result attribute"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003132"	"isoform-level identification statistic"	NA	"\"Identification confidence metric for a isoform.\" [PSI:MS]"	"MS:1003131 ! isoform-level identification attribute"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003133"	"isoform-level Q-value"	NA	"\"Estimation of the Q-value for isoforms.\" [PSI:MS]"	"MS:1003132 ! isoform-level identification statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_domain MS:1002305 ! value between 0 and 1 inclusive; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003134"	"ProSight:isoform Q-value"	NA	"\"ProSight isoform-level Q-value.\" [PSI:MS]"	"MS:1003133 ! isoform-level Q-value"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_order MS:1002109 ! lower score better; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003135"	"ProSight:protein Q-value"	NA	"\"ProSight protein-level Q-value.\" [PSI:MS]"	"MS:1001869 ! protein-level q-value"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_order MS:1002109 ! lower score better; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003136"	"ProSight input parameter"	NA	"\"Search engine input parameters specific to ProSight.\" [PSI:MS]"	"MS:1001302 ! search engine specific input parameter"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003137"	"TDPortal input parameter"	NA	"\"Search engine input parameters specific to TDPortal.\" [PSI:MS]"	"MS:1001302 ! search engine specific input parameter"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003138"	"ProSight:Run delta m mode"	NA	"\"If true, runs delta m mode in ProSight.\" [PSI:MS]"	"MS:1003137 ! TDPortal input parameter"	"value-type:xsd\:boolean \"The allowed value-type for this CV term.\""	"has_value_type xsd\:boolean ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003139"	"ProSight:Run Subsequence Search mode"	NA	"\"If true, runs Subsequence Search mode in ProSight.\" [PSI:MS]"	"MS:1003137 ! TDPortal input parameter"	"value-type:xsd\:boolean \"The allowed value-type for this CV term.\""	"has_value_type xsd\:boolean ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003140"	"ProSight:Run Annotated Proteoform Search mode"	NA	"\"If true, runs Annotated Proteoform Search mode in ProSight.\" [PSI:MS]"	"MS:1003137 ! TDPortal input parameter"	"value-type:xsd\:boolean \"The allowed value-type for this CV term.\""	"has_value_type xsd\:boolean ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1003141"	"ProSight"	NA	"\"ProSight: Database search engine for top-down proteomics.\" [PSI:MS]"	"MS:1001456 ! analysis software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003142"	"TDPortal"	NA	"\"TDPortal: Database search engine for top-down proteomics.\" [PSI:MS]"	"MS:1001456 ! analysis software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003143"	"mass array"	NA	"\"A data array of mass values.\" [PSI:MS]"	"MS:1000513 ! binary data array"	"binary-data-type:MS\:1000523 \"64-bit float\""	"has_units UO:0000221 ! dalton"	NA	FALSE	NA	NA	NA
"MS:1003144"	"Triple Quad 7500"	NA	"\"SCIEX Triple Quad 7500.\" [PSI:MS]"	"MS:1000121 ! SCIEX instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003145"	"ThermoRawFileParser"	NA	"\"Cross-platform software to convert Thermo RAW files to a number of open formats.\" [DOI:10.1021/acs.jproteome.9b00328, PMID:31755270]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1003146"	"pyteomics"	NA	"\"Python module that helps handling various proteomics data analysis tasks.\" [DOI:10.1021/acs.jproteome.8b00717, PMID:30576148]"	"MS:1001456 ! analysis software"	NA	NA	NA	FALSE	NA	NA	NA
